"","Make","Model","Year","Engine.Fuel.Type","Engine.HP","Engine.Cylinders","Transmission.Type","Driven_Wheels","Number.of.Doors","Market.Category","Vehicle.Size","Vehicle.Style","highway.MPG","city.mpg","Popularity","MSRP"
"10888","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,31990
"10889","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",2,"N/A","Large","Regular Cab Pickup",17,13,2031,32170
"10890","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,30340
"10891","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,34220
"10892","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",18,13,2031,30840
"10893","Toyota","Tundra",2016,"regular unleaded",310,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",18,14,2031,34000
"10894","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,45560
"10895","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",18,13,2031,32980
"10896","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",18,13,2031,38670
"10897","Toyota","Tundra",2016,"regular unleaded",310,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",18,14,2031,36320
"10898","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",18,13,2031,34970
"10899","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",18,13,2031,46530
"10900","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,43585
"10901","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,42945
"10902","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,42945
"10903","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",18,13,2031,46530
"10904","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,30840
"10905","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,41720
"10906","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,49580
"10907","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",18,13,2031,46530
"10908","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",18,13,2031,40535
"10909","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,38020
"10910","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,49580
"10911","Toyota","Tundra",2016,"regular unleaded",310,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",19,15,2031,29140
"10912","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",18,13,2031,29950
"10913","Toyota","Tundra",2016,"regular unleaded",310,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",19,15,2031,33270
"10914","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",18,13,2031,32650
"10915","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,49580
"10916","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,49580
"10917","Toyota","Tundra",2016,"regular unleaded",310,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",18,14,2031,32190
"10918","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,36030
"10919","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",17,13,2031,33000
"10920","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,31170
"10921","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,34220
"10922","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,35700
"10923","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,32980
"10924","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",18,13,2031,29950
"10925","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,38670
"10926","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,41720
"10927","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",18,13,2031,34970
"10928","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",18,13,2031,46530
"10929","Toyota","Tundra",2016,"regular unleaded",310,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",19,15,2031,30950
"10930","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,45560
"10931","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,43585
"10932","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,32650
"10933","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,33890
"10934","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",18,13,2031,40535
"10935","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,36030
"10936","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,35700
"10937","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",2,"N/A","Large","Regular Cab Pickup",17,13,2031,33000
"10938","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,33890
"10939","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",18,13,2031,31170
"10940","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,38020
"10941","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",2,"N/A","Large","Regular Cab Pickup",17,13,2031,33450
"10942","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,50030
"10943","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",18,13,2031,35420
"10944","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,42330
"10945","Toyota","Tundra",2017,"regular unleaded",310,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",19,15,2031,31830
"10946","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",18,13,2031,46980
"10947","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,42330
"10948","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",18,13,2031,46980
"10949","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,44195
"10950","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",18,13,2031,39280
"10951","Toyota","Tundra",2017,"regular unleaded",310,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",18,14,2031,34880
"10952","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,46010
"10953","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",18,13,2031,30400
"10954","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,38470
"10955","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",18,13,2031,33430
"10956","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",18,13,2031,41145
"10957","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,43395
"10958","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,50030
"10959","Toyota","Tundra",2017,"regular unleaded",310,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",19,15,2031,34150
"10960","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",18,13,2031,30400
"10961","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,31620
"10962","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,50030
"10963","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,33100
"10964","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,43395
"10965","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",18,13,2031,31620
"10966","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,36480
"10967","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,31290
"10968","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,33430
"10969","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,34340
"10970","Toyota","Tundra",2017,"regular unleaded",310,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",18,14,2031,37200
"10971","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",18,13,2031,46980
"10972","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,44195
"10973","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",18,13,2031,31290
"10974","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,34340
"10975","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",18,13,2031,46980
"10976","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,36150
"10977","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,34670
"10978","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",18,13,2031,33100
"10979","Toyota","Tundra",2017,"regular unleaded",310,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",19,15,2031,30020
"10980","Toyota","Tundra",2017,"regular unleaded",310,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",18,14,2031,33070
"10981","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",18,13,2031,35420
"10982","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,36480
"10983","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,39280
"10984","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,36150
"10985","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,46010
"10986","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",18,13,2031,41145
"10987","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",17,13,2031,33450
"10988","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,38470
"10989","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,34670
"10990","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,50030
"10991","GMC","Typhoon",1992,"regular unleaded",285,6,"AUTOMATIC","all wheel drive",2,"Factory Tuner,Performance","Compact","2dr SUV",17,14,549,5895
"10992","GMC","Typhoon",1993,"regular unleaded",285,6,"AUTOMATIC","all wheel drive",2,"Factory Tuner,Performance","Compact","2dr SUV",17,13,549,6890
"10993","Chevrolet","Uplander",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",23,16,1385,22750
"10994","Chevrolet","Uplander",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",23,16,1385,22750
"10995","Chevrolet","Uplander",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",23,16,1385,28250
"10996","Chevrolet","Uplander",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",23,16,1385,26250
"10997","Chevrolet","Uplander",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",23,16,1385,19250
"10998","Chevrolet","Uplander",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",23,16,1385,19250
"10999","Chevrolet","Uplander",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Cargo Minivan",23,16,1385,21150
"11000","Chevrolet","Uplander",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",23,16,1385,30250
"11001","Chevrolet","Uplander",2006,"regular unleaded",196,6,"AUTOMATIC","all wheel drive",4,"N/A","Midsize","Passenger Minivan",21,15,1385,33250
"11002","Chevrolet","Uplander",2007,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Compact","Passenger Minivan",23,16,1385,20205
"11003","Chevrolet","Uplander",2007,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Cargo Minivan",23,16,1385,22105
"11004","Chevrolet","Uplander",2007,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,16,1385,23280
"11005","Chevrolet","Uplander",2007,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,16,1385,23280
"11006","Chevrolet","Uplander",2007,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,16,1385,27405
"11007","Chevrolet","Uplander",2007,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,16,1385,33050
"11008","Chevrolet","Uplander",2007,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,16,1385,29350
"11009","Chevrolet","Uplander",2007,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Compact","Passenger Minivan",23,16,1385,20205
"11010","Chevrolet","Uplander",2008,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Compact","Passenger Minivan",23,16,1385,21540
"11011","Chevrolet","Uplander",2008,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Compact","Passenger Minivan",23,16,1385,21540
"11012","Chevrolet","Uplander",2008,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,16,1385,24250
"11013","Chevrolet","Uplander",2008,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Cargo Minivan",23,16,1385,23080
"11014","Chevrolet","Uplander",2008,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,16,1385,29330
"11015","Chevrolet","Uplander",2008,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,16,1385,24250
"11016","Aston Martin","V12 Vanquish",2004,"premium unleaded (required)",460,12,"AUTOMATIC","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",18,11,259,234260
"11017","Aston Martin","V12 Vanquish",2005,"premium unleaded (required)",460,12,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",16,10,259,234260
"11018","Aston Martin","V12 Vanquish",2005,"premium unleaded (required)",520,12,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,Factory Tuner,High-Performance","Compact","Coupe",16,10,259,255000
